"NORDEN"	"IDHOGAR"	"TMUNI"	"NHOGAR"	"EHOGAR"	"SEXO"	"EDAD"	"NACIONALIDAD"	"ESTUDIANTE"	"REGLADO"	"NOREGLADO"	"NEST"	"NEST2"	"C01"	"C02"	"C03"	"C04"	"MCL"	"C08"	"C09A"	"C10"	"C11A"	"C12"	"C13A"	"C14"	"C15A"	"C16"	"C17A"	"C18"	"C19A"	"C20"	"C21A"	"C22"	"C23A"	"C24"	"C25A"	"C26"	"C27A"	"C28A"	"C29A"	"C31A"	"C33A"	"C34A"	"DLIB"	"LIB"	"D42"	"D43"	"D44"	"D45"	"D47"	"D48"	"D50"	"D51"	"D53"	"D54"	"D56"	"D57"	"GTT"	"GTS"	"GTSR"	"GTSNR"	"GTB"	"E59"	"E60R1"	"E60R2"	"E60R3"	"E60R4"	"E60R5"	"E60R6"	"E61R1"	"E61R2"	"E61R3"	"E61R4"	"E61R5"	"E61R6"	"E61R7"	"E62R1"	"E62R2"	"E62R3"	"E62R4"	"FACTOR"
0008135	2333	2		2	1	13	1	1	1	0	3	04	2	1	4		0	1	1100	1	900	2				2		2		1	250	1	12	1	80	2							1	190	1	20	1	80	1	60	1	150	1	120	1	50	3012	2342	2342		670	2	2	2	2	2	2	2												854.687004
0008136	2333	2		2	1	7	1	1	1	0	2	03	2	1	4		0	1	1100	1	900	2		2		2		2		1	250	1	12	2		2							1	120	1	60	1	80	1	100	1	120	2		2		2742	2262	2262		480	2	2	2	2	2	2	2												854.687004
0009083	2334	2		1	2	57	1	0	0	0	0	00																																																																				565.035173
0009084	2334	2		1	1	64	1	0	0	0	0	00																																																																				565.035173
0009085	2334	2		1	1	34	1	0	0	0	0	00																																																																				565.035173
0009086	2334	2		1	1	17	1	1	1	1	3	05	1	1	1		0	2		2		2				2		2		1	550	2		2		1	700		840				1	170	1	30	2		1	45	2		1	325	2		2660	2090	1250	840	570	1							1	2	2	2	2	2	2					565.035173
0008137	2335	2		2	1	44	1	0	0	0	0	00																																																																				1011.785765
0008138	2335	2		2	2	38	1	1	0	1	5	11																															1	50	1	120			1	50	2		1	55	2		275				275																			1011.785765
0008139	2335	2		2	1	10	1	1	1	1	2	03	1	1	1		0	2		2		2		2		2		2		1	30	2		2		2			540				1	80	2		2		1	50	2		2		2		700	570	30	540	130	2	2	2	2	2	2	2												1011.785765
0010099	2336	1		1	2	51	2	0	0	0	0	00																																																																				816.425676
0010100	2336	1		1	1	64	1	0	0	0	0	00																																																																				816.425676
0010101	2336	1		1	1	13	3	1	1	0	2	03	3	1	2		4500	2		2		2		1	8	2		2		1	362	2		2		2							2		1	30	2		1	150	1	29	2		1	15	5094	4870	4870		224	2	2	2	2	2	2	2												816.425676
0008146	2337	2		1	1	56	1	0	0	0	0	00																																																																				421.416355
0008147	2337	2		1	2	54	1	0	0	0	0	00																																																																				421.416355
0008148	2337	2		1	1	18	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		1	150	2		2		2							1	135	1	40	2		1	25	2		2		2		350	150	150		200	2							2	2	2	2	2	2	2					421.416355
0007303	2338	4		1	1	64	1	0	0	0	0	00																																																																				718.378441
0007304	2338	4		1	2	61	1	1	0	1	5	11																											150				2		1				2		2		2		2		155	150		150																				718.378441
0007305	2338	4		1	1	26	1	0	0	0	0	00																																																																				718.378441
0008155	2339	4		2	2	48	1	0	0	0	0	00																																																																				849.302107
0008156	2339	4		2	1	50	1	0	0	0	0	00																																																																				849.302107
0008157	2339	4		2	2	12	1	1	1	1	2	03	1	1	1		0	2		2		2		2		2		2		1	200	1	12	2		2						150	1	110	2		2		1	100	2		2		2		572	362	212	150	210	2	2	2	2	2	2	2												849.302107
0008158	2339	4		2	1	9	1	1	1	1	2	03	1	1	1		0	2		2		2		2		2		2		1	100	1	12	2		2						150	1	50	2		2		1	100	2		2		1	15	427	262	112	150	165	2	2	2	2	2	2	2												849.302107
0008159	2339	4		2	2	74	1	0	0	0	0	00																																																																				849.302107
0009091	2340	4		1	1	25	1	1	1	0	4	09	3	2	4		1500	2				2												2		2							2		2				2		2		2		2		1500	1500	1500			2														2	2	2	2	895.857986
0013143	2340	4		1	2	58	1	0	0	0	0	00																																																																				895.857986
0013144	2340	4		1	1	57	1	0	0	0	0	00																																																																				895.857986
0010103	2341	4		2	1	53	1	0	0	0	0	00																																																																				546.647263
0010104	2341	4		2	1	8	1	1	1	1	2	03	1	1	1		0	1	270	2		2		2		2		1	315	1	60	1	10	2		2			675	650			1	35	2		2		1	15	2		2		1	200	2230	1980	655	1325	250	2	2	2	2	2	2	2												546.647263
0010105	2341	4		2	1	5	1	1	1	0	1	02	1	1	1		0	1	270	2		2		2		2		1	270	1	30	1	10	2		2							2		1	60	2		2		2		2		2		640	580	580		60	2	2	2	2	2	2	2												546.647263
0010106	2341	4		2	2	39	1	0	0	0	0	00																																																																				546.647263
0006555	2342	4		1	2	47	1	0	0	0	0	00																																																																				759.167676
0006556	2342	4		1	2	9	1	1	1	0	2	03	1	1	1		0	1	960	2		2		1	360	2		2		1	155	1	25	2		2							1	137	2		2		1	75	2		2		1	10	1722	1500	1500		222	2	2	2	2	2	2	2												759.167676
0006557	2342	4		1	1	48	1	0	0	0	0	00																																																																				759.167676
0010107	2343	4		1	1	59	1	0	0	0	0	00																																																																				878.69101
0010108	2343	4		1	2	59	1	0	0	0	0	00																																																																				878.69101
0010109	2343	4		1	2	19	1	1	1	0	4	08	1	1	4		1200	2				2												2		2							2		1	100			1	100	1	200	1	400	2		2000	1200	1200		800	2														2	2	2	2	878.69101
0008160	2344	4		2	1	37	2	1	0	1	5	11																															2		2				2		2		2		2																									2907.418921
0008161	2344	4		2	2	38	3	1	0	1	5	11																															2		2				2		2		2		2																									2907.418921
0010110	2345	3		2	1	19	1	1	1	0	4	08	1	1	2		800	2				2												2		1	900						2		1	100			1	120	2		2		2		1920	1700	1700		220	2														2	2	2	2	395.069806
0010111	2345	3		2	2	51	1	0	0	0	0	00																																																																				395.069806
0010112	2345	3		2	2	17	1	1	1	0	3	05	1	1	4		0	2		2		1				1	640	1	0	2		2		2		1	640						1	0	2		1	300	1	120	2		2		2		1700	1280	1280		420	2							2	2	2	2	2	2	2					395.069806
0010113	2345	3		2	1	51	1	0	0	0	0	00																																																																				395.069806
0007309	2346	2		2	1	46	1	0	0	0	0	00																																																																				470.114786
0007310	2346	2		2	2	46	1	0	0	0	0	00																																																																				470.114786
0007311	2346	2		2	2	9	1	1	1	1	2	03	1	1	2		0	1	900	1	0	2		2		2		2		1	50	1	20	2		2			360	90			1	30	2		2		1	50	2		1	150	1	10	1660	1420	970	450	240	2	2	2	2	2	2	2												470.114786
0007312	2346	2		2	2	9	1	1	1	1	2	03	1	1	2		0	1	900	1	0	2		2		2		2		1	50	1	20	2		2			360	90			1	45	2		2		1	20	2		1	150	2		1635	1420	970	450	215	2	2	2	2	2	2	2												470.114786
0010114	2347	2		2	2	46	1	0	0	0	0	00																																																																				548.37732
0010115	2347	2		2	2	13	1	1	1	1	3	04	2	1	1		288	2		2		2				2		2		2		2		1	240	1	640		600				1	550	1	30	2		1	20	2		1	150	1	220	2738	1768	1168	600	970	2	2	2	2	2	2	2												548.37732
0010116	2347	2		2	1	9	1	1	1	1	2	03	2	1	1		0	1	1260	2		2		1	630	2		2		1	150	1	25	2		2			405				1	415	1	20	1	300	1	75	2		2		2		3280	2470	2065	405	810	2	2	2	2	2	2	2												548.37732
0010117	2347	2		2	1	45	1	0	0	0	0	00																																																																				548.37732
0008162	2348	1		2	1	46	1	0	0	0	0	00																																																																				559.518865
0008163	2348	1		2	2	44	1	0	0	0	0	00																																																																				559.518865
0008164	2348	1		2	1	17	1	1	1	0	3	05	1	1	2		0	2		1	0	2				2		2		1	1000	2		2		1	216						1	450	1	100	2		1	200	2		1	500	2		2466	1216	1216		1250	1							1	2	2	2	2	2	2					559.518865
0008165	2348	1		2	1	6	1	1	1	0	1	02	1	1	1		0	2		2		2		2		2		2		1	200	2		2		2							1	300	1	100	1	200	1	250	2		2		2		1050	200	200		850	2	2	2	2	2	2	2												559.518865
0008166	2349	1		2	1	50	1	0	0	0	0	00																																																																				489.181405
0008167	2349	1		2	2	52	1	1	1	0	4	09	1	2	2		0	2				2												2		2							2		2				2		2		2		2							2														2	2	2	2	489.181405
0008168	2349	1		2	1	20	1	1	1	0	4	09	2	1	2		0	2				2												1	903	2							2		2				2		2		2		2		903	903	903			2														2	2	2	2	489.181405
0007320	2350	1		1	1	52	1	1	0	1	5	11																														0	2		2				2		2		2		2																									466.027069
0007323	2351	1		1	2	37	1	0	0	0	0	00																																																																				1157.443314
0007324	2351	1		1	1	44	1	0	0	0	0	00																																																																				1157.443314
0007325	2351	1		1	1	6	1	1	1	0	1	02	1	1	1		0	1	200	2		2		2		2		2		1	20	2		1	50	2							2		2		1	30	1	30	2		1	200	2		530	270	270		260	1	2	1	2	2	2	2												1157.443314
0011891	2352	4		3	1	54	2	0	0	0	0	00																																																																				877.972886
0011892	2352	4		3	2	19	3	1	1	1	4	09	1	1	1		0	2				2												2		2			720				1	100	2				1	45	2		2		1	30	895	720		720	175	2														2	2	2	2	877.972886
0011893	2352	4		3	2	16	3	1	1	1	3	04	2	1	1		0	1	1800	2		2				2		2		1	1000	1	20	2		2			720				1	15	2		2		2		2		2		2		3555	3540	2820	720	15	2	2	2	2	2	2	2												877.972886
0011894	2352	4		3	1	21	3	1	1	0	4	08	1	1	4		1000	2				1	4950											2		2							1	50	1	17			1	32	1	200	2		2		6249	5950	5950		299	2														2	2	2	2	877.972886
0011895	2352	4		3	2	53	1	0	0	0	0	00																																																																				877.972886
0008174	2353	4		1	2	65	1	0	0	0	0	00																																																																				587.623343
0008175	2353	4		1	2	34	1	0	0	0	0	00																																																																				587.623343
0008176	2353	4		1	2	24	1	1	1	1	3	07	1	2	1		120																					120			2000	510	1	95	2		2		1	15	2		1	560	2		3300	2630	120	2510	670	2							2	2	2	2	2	2	2					587.623343
0007326	2354	4		1	2	40	1	1	1	1	3	06	1	2	1		0	2		2		2				2		2		2		2		2		2					1560		2		1	200	1	100	1	30	2		2		1	15	1905	1560		1560	345	2							2	2	2	2	2	2	2					1500.656504
0007328	2355	4		2	1	51	1	0	0	0	0	00																																																																				655.199549
0007329	2355	4		2	2	47	1	0	0	0	0	00																																																																				655.199549
0007330	2355	4		2	1	19	1	1	1	0	4	08	1	1	1		1000	2				2												2		1	2040						2		1	20			1	50	2		2		2		3110	3040	3040		70	2														2	2	2	2	655.199549
0007331	2355	4		2	2	17	1	1	1	1	3	05	3	1	1		0	2		2		2				1	2000	1	1000	1	10	1	37	1	30	2			900		1900		1	90	1	40	1	50	1	80	2		1	30	1	35	6202	5877	3077	2800	325	1							2	2	2	2	2	2	1					655.199549
0007332	2356	4		2	2	46	3	0	0	0	0	00																																																																				905.498943
0007333	2356	4		2	1	48	1	0	0	0	0	00																																																																				905.498943
0008177	2356	4		2	2	20	3	1	1	1	4	08	1	1	4		0	1	63			2												2		2			2500			30	2		1	10			1	30	2		1	130	2		2763	2593	63	2530	170	1														1	2	2	1	905.498943
0007334	2356	4		2	2	6	1	1	1	1	1	02	2	1	1		0	1	1200	2		2		2		2		2		1	50	2		2		2			300	350			1	100	2		1	90	1	20	2		2		1	100	2210	1900	1250	650	310	2	2	2	2	2	2	2												905.498943
0008178	2357	3		1	2	47	1	0	0	0	0	00																																																																				613.486868
0008179	2357	3		1	1	49	1	0	0	0	0	00																																																																				613.486868
0008180	2357	3		1	2	21	1	1	1	0	4	08	1	1	4		1287	2				1	3663											2		2							1	110	1	34			1	75	2		2		2		5169	4950	4950		219	2														2	2	2	2	613.486868
0010118	2358	3		1	2	41	1	0	0	0	0	00																																																																				611.608691
0010119	2358	3		1	1	47	1	0	0	0	0	00																																																																				611.608691
0010120	2358	3		1	1	13	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		2		2		2		2							1	110	2		1	200	1	120	2		2		2		430				430	2	2	2	2	2	2	2												611.608691
0007338	2359	2		1	1	45	1	0	0	0	0	00																																																																				908.080797
0007339	2359	2		1	2	42	1	0	0	0	0	00																																																																				908.080797
0007340	2359	2		1	2	15	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	600	1	15	2		2							1	60	2		2		1	50	1	95	2		1	25	845	615	615		230	1	2	2	2	1	2	2												908.080797
0009097	2360	2		1	1	41	1	0	0	0	0	00																																																																				536.59767
0009098	2360	2		1	2	41	1	0	0	0	0	00																																																																				536.59767
0009099	2360	2		1	1	3	1	1	1	0	1	01	1	1	1		0	1	720	2		2		2		2		2		2		2		2		2							2		1	50	2		2		1	100	2		2		870	720	720		150	2	2	2	2	2	2	2												536.59767
0009100	2360	2		1	1	2	1	0	0	0	0	00																																																																				536.59767
0001677	2361	3		1	1	63	1	0	0	0	0	00																																																																				500.478931
0001678	2361	3		1	2	62	1	0	0	0	0	00																																																																				500.478931
0001679	2361	3		1	1	22	1	1	1	0	4	08	1	1	4		1337	2				2												2		2							2		2				1	100	2		1	700	2		2137	1337	1337		800	1														1	2	2	2	500.478931
0002613	2362	1		2	2	48	1	0	0	0	0	00																																																																				1021.371412
0002614	2362	1		2	1	50	1	0	0	0	0	00																																																																				1021.371412
0002615	2362	1		2	2	13	1	1	1	0	3	04	1	1	2		0	2		1	0	2				2		2		1	100	2		2		2							1	600	1	15	1	200	1	70	2		2		2		985	100	100		885	2	2	2	2	2	2	2												1021.371412
0002616	2362	1		2	1	17	1	1	1	0	3	06	1	1	2		0	2		1	1350	2				2		2		1	30	2		2		2							1	160	1	10	1	25	1	60	2		2		1	150	1785	1380	1380		405	1							2	2	1	2	2	2	2					1021.371412
0002621	2363	1		1	1	58	1	0	0	0	0	00																																																																				919.076626
0002622	2363	1		1	2	47	3	0	0	0	0	00																																																																				919.076626
0002623	2363	1		1	1	15	1	1	1	0	3	04	1	1	2		0	2		1	0	2				2		2		1	200	1	15	2		2							1	510	1	10	1	40	1	50	1	20	2		1	350	1195	215	215		980	2	2	2	2	2	2	2												919.076626
0000698	2364	2		2	1	53	1	1	0	1	5	11																											100				1	24	1	17			1	76	2		1	27	2		244	100		100	144																			957.074277
0000699	2364	2		2	2	43	3	1	0	1	5	11																											90				2		1	36			1	28	2		2		2		154	90		90	64																			957.074277
0000700	2364	2		2	1	1	1	0	0	0	0	00																																																																				957.074277
0001680	2365	3		2	2	37	2	1	0	1	5	11																											600			0	1	6	2				2		1	45	1	30	2		681	600		600	81																			1833.514284
0001681	2365	3		2	1	40	1	0	0	0	0	00																																																																				1833.514284
0001682	2365	3		2	2	7	3	1	1	1	2	03	1	1	1		0	1	60	2		2		1	48	2		1	200	2		1	12	2		2				3500			1	268	2		1	350	1	60	1	45	2		1	65	4608	3820	320	3500	788	2	2	2	2	2	2	2												1833.514284
0000701	2366	3		1	2	49	1	0	0	0	0	00																																																																				541.353784
0000702	2366	3		1	1	16	1	1	1	0	3	04	2	1	1		200	2		2		2				2		2		1	600	1	20	1	120	2		200					1	370	1	35	1	60	1	30	2		2		2		1435	940	940		495	1	2	2	2	1	2	2												541.353784
0000703	2366	3		1	1	55	1	0	0	0	0	00																																																																				541.353784
0000704	2367	3		1	1	61	1	0	0	0	0	00																																																																				774.475392
0000705	2367	3		1	2	67	1	0	0	0	0	00																																																																				774.475392
0000706	2367	3		1	2	22	1	1	1	0	4	08	1	1	4		1226	2				1	5336											2		2							2		1	100			1	50	1	15	2		2		6727	6562	6562		165	2														2	2	2	2	774.475392
0001684	2368	3		1	1	65	1	0	0	0	0	00																																																																				1944.000757
0001685	2368	3		1	2	64	1	0	0	0	0	00																																																																				1944.000757
0001686	2368	3		1	1	33	1	0	0	0	0	00																																																																				1944.000757
0001687	2368	3		1	1	30	1	1	1	0	4	08	1	1	1		680	2				2												2		2							1	800	1	250			1	150	1	40	1	400	2		2320	680	680		1640	2														2	2	2	2	1944.000757
0002624	2369	1		1	1	28	1	1	0	1	5	11																														0	2		2				2		2		2		2																									1694.501798
0002625	2370	1		2	1	47	1	0	0	0	0	00																																																																				2235.340224
0002626	2370	1		2	2	47	1	0	0	0	0	00																																																																				2235.340224
0002627	2370	1		2	2	17	1	1	1	0	3	05	1	1	2		0	2		1	0	2				2		2		1	45	1	10	2		2							1	280	2		2		1	100	2		2		2		435	55	55		380	2							2	2	2	2	2	2	2					2235.340224
0002628	2370	1		2	2	17	1	1	1	0	3	05	1	1	2		0	2		1	0	2				2		2		1	45	1	10	2		2							1	300	2		2		1	100	2		2		2		455	55	55		400	2							2	2	2	2	2	2	2					2235.340224
0001688	2371	1		1	1	61	1	0	0	0	0	00																																																																				871.254959
0001689	2371	1		1	2	59	1	0	0	0	0	00																																																																				871.254959
0001690	2371	1		1	1	15	1	1	1	1	3	04	1	1	2		0	2		1	0	2				2		2		1	1768	1	12	2		2			480				1	88	1	5	1	40	1	100	2		2		2		2493	2260	1780	480	233	2	2	2	2	2	2	2												871.254959
0000707	2372	3		1	1	66	1	0	0	0	0	00																																																																				508.065876
0000708	2372	3		1	2	62	1	1	0	1	5	11																														420	1	250	1	90			1	10	2		2		2		770	420		420	350																			508.065876
0000709	2373	3		2	1	40	1	0	0	0	0	00																																																																				1484.698157
0000710	2373	3		2	2	38	1	0	0	0	0	00																																																																				1484.698157
0000711	2373	3		2	1	9	1	1	1	1	2	03	1	1	1		0	2		2		2		2		2		1	480	2		1	5	2		2			160				1	68	2		2		1	34	2		2		2		747	645	485	160	102	1	2	2	2	1	2	2												1484.698157
0000712	2373	3		2	1	7	1	1	1	1	2	03	1	1	1		0	2		2		2		2		2		1	320	2		1	5	2		2			160				1	78	2		2		1	38	2		2		2		601	485	325	160	116	1	2	2	2	1	2	2												1484.698157
