"NORDEN"	"IDHOGAR"	"TMUNI"	"NHOGAR"	"EHOGAR"	"SEXO"	"EDAD"	"NACIONALIDAD"	"ESTUDIANTE"	"REGLADO"	"NOREGLADO"	"NEST"	"NEST2"	"C01"	"C02"	"C03"	"C04"	"MCL"	"C08"	"C09A"	"C10"	"C11A"	"C12"	"C13A"	"C14"	"C15A"	"C16"	"C17A"	"C18"	"C19A"	"C20"	"C21A"	"C22"	"C23A"	"C24"	"C25A"	"C26"	"C27A"	"C28A"	"C29A"	"C31A"	"C33A"	"C34A"	"DLIB"	"LIB"	"D42"	"D43"	"D44"	"D45"	"D47"	"D48"	"D50"	"D51"	"D53"	"D54"	"D56"	"D57"	"GTT"	"GTS"	"GTSR"	"GTSNR"	"GTB"	"E59"	"E60R1"	"E60R2"	"E60R3"	"E60R4"	"E60R5"	"E60R6"	"E61R1"	"E61R2"	"E61R3"	"E61R4"	"E61R5"	"E61R6"	"E61R7"	"E62R1"	"E62R2"	"E62R3"	"E62R4"	"FACTOR"
0012885	2275	4		3	2	12	1	1	1	0	2	03	1	1	1		0	2		2		2		2		1	0	2		1	60	1	20	2		2							2		1	60	2		1	30	2		2		1	30	200	80	80		120	2	2	2	2	2	2	2												997.488102
0009034	2276	3		2	2	59	1	1	0	1	5	11																														0	2		2				2		2		2		2																									382.569403
0009035	2276	3		2	1	61	1	0	0	0	0	00																																																																				382.569403
0009036	2276	3		2	1	24	1	0	0	0	0	00																																																																				382.569403
0009037	2276	3		2	1	15	1	1	1	1	3	04	1	1	1		0	2		2		2				2		2		1	580	1	10	2		1	600		900				1	200	2		1	40	1	100	2		2		2		2430	2090	1190	900	340	2	2	2	2	2	2	2												382.569403
0007222	2277	3		1	2	50	1	0	0	0	0	00																																																																				604.403243
0007223	2277	3		1	2	15	1	1	1	1	3	04	2	1	1		0	2		2		2				2		2		2		1	60	1	423	1	1575		810				1	200	2		1	150	2		2		2		2		3218	2868	2058	810	350	2	2	2	2	2	2	2												604.403243
0007224	2277	3		1	1	51	1	0	0	0	0	00																																																																				604.403243
0007225	2278	3		2	2	51	1	0	0	0	0	00																																																																				439.072963
0007226	2278	3		2	1	56	1	0	0	0	0	00																																																																				439.072963
0007227	2278	3		2	1	20	1	1	1	1	4	08	1	1	2		958	2				2												2		2			480				2		2				2		2		2		2		1438	1438	958	480		2														2	2	2	2	439.072963
0007228	2278	3		2	1	18	1	1	1	1	3	06	1	1	1		0	2		2		2				2		2		2		2		2		2			540				1	20	2		2		1	20	2		2		1	32	612	540		540	72	2							2	2	2	2	2	2	2					439.072963
0007234	2279	2		2	2	55	1	0	0	0	0	00																																																																				392.531783
0007235	2279	2		2	1	56	1	0	0	0	0	00																																																																				392.531783
0007236	2279	2		2	1	24	1	1	1	0	4	08	1	1	2		1300	2				2												2		2							1	30	1	100			1	40	2		1	800	2		2270	1300	1300		970	2														2	2	2	2	392.531783
0007237	2279	2		2	1	21	1	1	1	0	4	08	1	1	2		1300	2				2												2		2							1	30	1	100			1	40	2		2		2		1470	1300	1300		170	2														2	2	2	2	392.531783
0008038	2280	2		2	2	44	1	1	0	1	5	11																														0	2		2				2		2		2		2																									537.210312
0008039	2280	2		2	1	53	1	0	0	0	0	00																																																																				537.210312
0008040	2280	2		2	1	12	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		1	308	1	25	2		1	220						1	50	2		2		1	69	2		2		2		672	553	553		119	2	2	2	2	2	2	2												537.210312
0008041	2280	2		2	2	1	1	0	0	0	0	00																																																																				537.210312
0008042	2281	1		3	1	53	1	0	0	0	0	00																																																																				532.549768
0008043	2281	1		3	2	49	1	0	0	0	0	00																																																																				532.549768
0008044	2281	1		3	1	16	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		2		2		1	51	2							1	0	1	30	2		1	50	2		2		1	50	181	51	51		130	1	2	2	2	1	2	2												532.549768
0008045	2281	1		3	1	14	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		2		2		1	51	2							2		1	30	2		1	50	2		2		1	20	151	51	51		100	1	2	2	2	1	2	2												532.549768
0008046	2281	1		3	1	14	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		2		2		1	51	2							1	50	1	30	2		1	50	2		2		1	20	201	51	51		150	1	2	2	2	1	2	2												532.549768
0009038	2282	1		2	1	43	1	0	0	0	0	00																																																																				745.571467
0009039	2282	1		2	2	46	1	0	0	0	0	00																																																																				745.571467
0009040	2282	1		2	2	17	1	1	1	0	3	05	1	1	1		0	2		1	0	2				2		2		1	29	2		2		2							1	239	1	50	2		1	100	2		2		2		418	29	29		389	1							1	2	2	2	2	2	2					745.571467
0009041	2282	1		2	2	8	1	1	1	0	2	03	2	1	2		0	1	1100	2		2		2		2		2		1	82	1	20	2		2							1	40	2		1	100	1	100	2		2		2		1442	1202	1202		240	2	2	2	2	2	2	2												745.571467
0007242	2283	1		3	1	53	1	1	0	1	5	11																											180				1	70	2				1	30	2		1	50	2		330	180		180	150																			477.612576
0007243	2283	1		3	2	48	1	0	0	0	0	00																																																																				477.612576
0007244	2283	1		3	1	17	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		1	80	1	35	2		2							2		1	30	2		1	35	2		1	500	1	120	800	115	115		685	2							2	2	2	2	2	2	2					477.612576
0007245	2283	1		3	1	15	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	100	1	35	2		2							2		1	80	2		1	40	2		2		2		255	135	135		120	2	2	2	2	2	2	2												477.612576
0007246	2284	1		2	2	52	1	1	0	1	5	11																															2		2				2		2		2		2																									687.86084
0007247	2284	1		2	2	19	1	1	1	0	4	08	1	1	2		900	2				2												2		2							1	450	1	100			1	60	2		1	100	1	100	1710	900	900		810	2														2	2	2	2	687.86084
0007248	2284	1		2	1	52	1	0	0	0	0	00																																																																				687.86084
0007249	2285	1		1	1	41	1	0	0	0	0	00																																																																				906.108462
0007250	2285	1		1	2	39	1	0	0	0	0	00																																																																				906.108462
0007251	2285	1		1	1	4	1	1	1	0	1	02	1	1	1		0	1	540	2		2		1	300	2		1	10	1	20	1	30	2		2							1	20	2		2		2		2		2		2		920	900	900		20	2	2	2	2	2	2	2												906.108462
0008047	2286	1		2	1	43	1	0	0	0	0	00																																																																				1240.138784
0008048	2286	1		2	2	39	1	0	0	0	0	00																																																																				1240.138784
0008049	2286	1		2	2	10	1	1	1	1	2	03	1	1	1		0	2		1	0	2		2		2		1	225	1	130	1	30	2		2			306	225			1	85	2		2		1	45	2		1	169	2		1215	916	385	531	299	2	2	2	2	2	2	2												1240.138784
0008050	2286	1		2	2	7	1	1	1	1	2	03	1	1	1		0	2		1	0	2		2		2		1	225	1	120	1	30	2		2			306	225			1	55	2		2		1	30	2		2		2		991	906	375	531	85	2	2	2	2	2	2	2												1240.138784
0007252	2287	2		2	2	43	1	0	0	0	0	00																																																																				733.783934
0007253	2287	2		2	1	41	1	0	0	0	0	00																																																																				733.783934
0008051	2287	2		2	2	10	1	1	1	0	2	03	1	1	1		0	1	900	2		2		1	400	2		2		1	8	1	10	2		2							1	50	1	5	2		1	15	2		2		2		1388	1318	1318		70	2	2	2	2	2	2	2												733.783934
0007254	2287	2		2	2	3	1	1	1	0	1	01	1	1	1		0	1	900	2		2		1	800	2		2		2		1	10	2		2							2		2		2		1	103	2		2		2		1813	1710	1710		103	2	2	2	2	2	2	2												733.783934
0007255	2288	2		2	2	50	1	0	0	0	0	00																																																																				509.157153
0007256	2288	2		2	1	49	1	0	0	0	0	00																																																																				509.157153
0007257	2288	2		2	2	15	1	1	1	1	3	04	2	1	1		0	2		2		2				2		2		1	31	1	37	1	95	2			650				1	300	2		1	150	1	120	2		2		2		1383	813	163	650	570	2	2	2	2	2	2	2												509.157153
0007258	2288	2		2	2	13	1	1	1	1	3	04	2	1	1		0	2		2		2				2		1	310	1	218	1	37	1	95	2			650				1	310	2		1	150	1	95	2		2		2		1865	1310	660	650	555	2	2	2	2	2	2	2												509.157153
0008059	2289	4		2	2	53	1	0	0	0	0	00																																																																				789.763614
0008060	2289	4		2	1	53	1	0	0	0	0	00																																																																				789.763614
0008061	2289	4		2	1	21	1	1	1	0	4	08	1	1	1		900	2				2												2		2							2		1	30			1	30	1	100	2		2		1060	900	900		160	2														2	2	2	2	789.763614
0008062	2289	4		2	2	18	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		1	700	1	20	2		2							1	70	1	10	2		1	30	2		2		2		830	720	720		110	2							2	2	2	2	2	2	2					789.763614
0007259	2290	4		2	2	64	1	1	0	1	5	11																											1080	1080			1	100	1	50			2		2		2		2		2310	2160		2160	150																			515.772918
0007260	2290	4		2	1	66	1	1	1	0	4	08	1	1	1		324	2				2												2		2							1	400	1	100			2		2		2		2		824	324	324		500	2														2	2	2	2	515.772918
0008063	2291	4		2	2	51	1	0	0	0	0	00																																																																				805.100466
0008064	2291	4		2	2	17	1	1	1	1	3	05	1	1	1		0	2		2		2				2		2		1	600	2		2		2			1000	300			1	130	2		1	30	1	120	1	95	1	200	1	40	2515	1900	600	1300	615	2							2	2	2	2	2	2	2					805.100466
0008065	2291	4		2	1	13	1	1	1	1	3	04	1	1	1		0	2		2		2				2		1	900	1	150	2		2		2				240			1	130	2		1	30	1	60	1	60	1	100	2		1670	1290	1050	240	380	2	2	2	2	2	2	2												805.100466
0008066	2291	4		2	1	51	1	0	0	0	0	00																																																																				805.100466
0009042	2292	4		1	2	51	1	0	0	0	0	00																																																																				460.564192
0009043	2292	4		1	1	20	1	1	1	0	4	08	1	1	1		450	2				2												2		2							1	148	1	80			1	235	2		2		2		913	450	450		463	1														2	2	2	1	460.564192
0009044	2292	4		1	1	63	1	0	0	0	0	00																																																																				460.564192
0008067	2293	4		1	1	53	1	1	0	1	5	11																												720			1	300	1	50			1	100	1	1000	1	500	1	1000	3670	720		720	2950																			396.714757
0008068	2294	4		2	1	47	1	0	0	0	0	00																																																																				590.445455
0008069	2294	4		2	2	46	1	0	0	0	0	00																																																																				590.445455
0008070	2294	4		2	1	10	1	1	1	0	2	03	2	1	1		0	2		2		2		2		2		1	256	1	43	1	18	1	100	2							1	60	2		2		1	50	2		1	50	2		577	417	417		160	2	2	2	2	2	2	2												590.445455
0008071	2294	4		2	2	8	1	1	1	1	2	03	2	1	1		0	2		2		2		2		2		1	320	1	51	1	18	1	100	2				256			1	75	2		2		1	50	2		2		2		870	745	489	256	125	2	2	2	2	2	2	2												590.445455
0008073	2295	4		2	2	49	1	0	0	0	0	00																																																																				445.773853
0008074	2295	4		2	1	52	1	0	0	0	0	00																																																																				445.773853
0008075	2295	4		2	1	16	1	1	1	1	3	04	1	1	1		0	2		2		2				2		2		1	18	1	10	2		2			600				1	100	2		1	50	1	100	2		2		2		878	628	28	600	250	2	2	2	2	2	2	2												445.773853
0008076	2295	4		2	1	12	1	1	1	1	2	03	1	1	1		0	2		2		2		2		1	0	2		1	12	1	10	2		2			600				1	70	2		1	40	1	100	2		2		1	25	857	622	22	600	235	2	2	2	2	2	2	2												445.773853
0010076	2296	4		1	1	59	1	0	0	0	0	00																																																																				657.23089
0010077	2296	4		1	2	57	1	0	0	0	0	00																																																																				657.23089
0010078	2296	4		1	1	13	1	1	1	0	3	04	2	1	1		0	2		2		2				2		2		1	800	1	24	1	480	2							1	210	2		2		1	80	2		2		2		1594	1304	1304		290	2	2	2	2	2	2	2												657.23089
0007261	2297	4		1	1	47	1	0	0	0	0	00																																																																				334.602452
0007262	2297	4		1	1	14	1	1	1	0	3	04	1	1	1		0	2		2		2				2		1	180	1	19	1	25	2		1	1500						1	823	2		1	58	1	47	2		2		2		2652	1724	1724		928	2	2	2	2	2	2	2												334.602452
0008077	2298	1		1	1	53	1	0	0	0	0	00																																																																				875.728801
0008078	2298	1		1	2	50	1	0	0	0	0	00																																																																				875.728801
0008079	2298	1		1	1	29	1	0	0	0	0	00																																																																				875.728801
0008080	2298	1		1	1	28	1	1	0	1	5	11																													720		2		1	100			1	30	2		1	120	2		970	720		720	250																			875.728801
0009047	2299	1		3	1	47	1	0	0	0	0	00																																																																				284.212131
0009048	2299	1		3	1	18	1	1	1	1	3	05	1	1	2		0	2		1	0	2				2		2		2		1	10	2		1	675		405				1	295	1	49	1	40	1	75	1	65	2		2		1614	1090	685	405	524	1							2	2	1	2	2	2	2					284.212131
0009049	2299	1		3	1	15	1	1	1	1	3	04	1	1	2		0	2		1	0	2				2		2		1	25	1	10	2		2			315				1	110	1	49	1	220	1	65	2		1	900	2		1694	350	35	315	1344	2	2	2	2	2	2	2												284.212131
0009050	2299	1		3	1	13	1	1	1	0	3	04	1	1	2		0	2		1	0	2				2		2		1	25	1	10	2		1	675						1	80	1	14	1	220	1	65	2		2		2		1089	710	710		379	2	2	2	2	2	2	2												284.212131
0007263	2300	1		2	2	70	1	0	0	0	0	00																																																																				378.449948
0007264	2300	1		2	2	41	1	0	0	0	0	00																																																																				378.449948
0007265	2300	1		2	1	8	1	1	1	1	2	03	1	1	1		0	2		1	0	2		2		2		2		1	60	1	10	2		2			264				1	230	1	30	1	30	1	20	2		2		2		644	334	70	264	310	2	2	2	2	2	2	2												378.449948
0007266	2300	1		2	1	4	1	1	1	0	1	02	1	1	1		0	2		1	0	2		2		2		2		1	40	1	10	2		2							2		2		1	20	1	30	2		2		2		100	50	50		50	2	2	2	2	2	2	2												378.449948
0008081	2301	3		1	1	58	1	0	0	0	0	00																																																																				410.471707
0008082	2301	3		1	2	58	1	0	0	0	0	00																																																																				410.471707
0008083	2301	3		1	2	22	1	1	1	1	4	09	2	1	1		0	2				2												1	550	2			540				1	300	1	122			1	37	2		2		2		1549	1090	550	540	459	1														2	2	1	2	410.471707
0008084	2301	3		1	2	86	1	0	0	0	0	00																																																																				410.471707
0007267	2302	3		1	2	65	1	0	0	0	0	00																																																																				618.566179
0007268	2302	3		1	2	27	1	1	1	0	3	06	1	2	2		0	2		2		2				2		2		2		2		2		2							2		2		2		2		2		2		2							2							2	2	2	2	2	2	2					618.566179
0007269	2302	3		1	1	61	1	0	0	0	0	00																																																																				618.566179
0009054	2303	2		1	2	61	1	1	0	1	5	11																											1560	1200		300	2		2				1	19	2		2		2		3079	3060		3060	19																			865.543092
0009055	2303	2		1	1	29	1	0	0	0	0	00																																																																				865.543092
0008085	2304	2		2	1	51	1	0	0	0	0	00																																																																				398.667532
0008086	2304	2		2	2	49	1	0	0	0	0	00																																																																				398.667532
0008087	2304	2		2	1	16	1	1	1	1	3	04	2	1	5	3	0	2		2		2				2		1	0	2		2		2		2			80				2		2		1	150	1	84	2		2		2		314	80		80	234	2	2	2	2	2	2	2												398.667532
0008088	2304	2		2	1	14	1	1	1	1	3	04	2	1	2		0	2		2		2				2		2		1	93	1	15	2		2			360				1	40	2		1	12	1	45	2		2		2		565	468	108	360	97	2	2	2	2	2	2	2												398.667532
0008090	2305	2		2	2	46	1	0	0	0	0	00																																																																				777.588989
0008091	2305	2		2	2	16	1	1	1	0	3	04	2	1	1		0	2		2		2				1	200	2		1	427	2		2		2							1	300	2		1	95	1	11	2		2		2		1033	627	627		406	2	2	2	2	2	2	2												777.588989
0009056	2305	2		2	2	12	1	1	1	1	2	03	2	1	1		0	2		2		2		1	44	1	225	2		1	172	2		1	15	2				342			1	240	2		1	40	1	9	1	10	2		2		1097	798	456	342	299	2	2	2	2	2	2	2												777.588989
0008092	2306	1		4	1	53	1	1	0	1	5	11																														0	2		2				2		2		1	350	2		350				350																			591.358161
0008093	2306	1		4	2	50	1	1	0	1	5	11																														150	1	150	2				2		2		1	350	2		650	150		150	500																			591.358161
0008094	2306	1		4	2	14	1	1	1	1	3	04	1	1	2		0	2		2		2				2		2		1	100	1	25	2		2			549	378			1	100	2		2		1	50	2		2		2		1202	1052	125	927	150	1	2	2	2	2	2	1												591.358161
0008095	2306	1		4	2	11	1	1	1	1	2	03	1	1	2		0	1	675	2		2		2		2		2		1	25	1	20	2		2			549	468			1	75	2		2		1	25	2		2		2		1837	1737	720	1017	100	1	2	2	2	2	2	1												591.358161
0009057	2307	1		1	2	48	1	0	0	0	0	00																																																																				350.759922
0009058	2307	1		1	1	6	1	1	1	0	1	02	1	1	1		0	1	60	2		2		2		2		2		1	15	1	10	2		2							2		2		2		1	40	2		2		2		125	85	85		40	2	2	2	2	2	2	2												350.759922
0009059	2308	2		3	1	61	1	0	0	0	0	00																																																																				593.49956
0009060	2308	2		3	2	54	1	1	1	1	4	09	1	1	2		0	2				2												2		2				360			1	150	1	30			1	35	2		1	380	1	85	1040	360		360	680	2														2	2	2	2	593.49956
0009061	2308	2		3	2	24	1	1	1	0	4	08	1	1	2		650	2				2												2		2							2		1	60			1	40	2		1	500	2		1250	650	650		600	1														1	1	2	2	593.49956
0009062	2308	2		3	1	16	1	1	1	1	3	05	1	1	1		0	2		2		2				2		2		1	20	1	15	2		2				450			1	80	2		1	30	1	50	2		2		2		645	485	35	450	160	2							2	2	2	2	2	2	2					593.49956
0008096	2309	2		1	2	52	1	0	0	0	0	00																																																																				546.958001
0008097	2309	2		1	1	52	1	0	0	0	0	00																																																																				546.958001
0008098	2309	2		1	1	23	1	0	0	0	0	00																																																																				546.958001
0008099	2309	2		1	1	19	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		1	400	1	20	2		1	640						1	37	1	87	1	300	1	180	2		2		2		1664	1060	1060		604	2							2	2	2	2	2	2	2					546.958001
0007276	2310	2		3	2	37	1	1	0	1	5	11																													3000		1	95	1	50			1	50	2		1	2300	2		5495	3000		3000	2495																			890.282658
0007277	2310	2		3	2	83	1	0	0	0	0	00																																																																				890.282658
0007278	2310	2		3	1	39	1	0	0	0	0	00																																																																				890.282658
0007279	2310	2		3	1	3	1	1	1	0	1	01	1	1	1		0	1	981	2		2		2		2		1	20	2		1	20	1	85	2							2		2		1	300	1	85	2		2		2		1491	1106	1106		385	2	2	2	2	2	2	2												890.282658
0007280	2310	2		3	1	2	1	1	1	0	1	01	1	1	1		0	1	981	2		2		2		2		2		2		1	20	2		2							2		2		1	300	1	85	2		2		2		1386	1001	1001		385	2	2	2	2	2	2	2												890.282658
0007281	2311	1		2	2	57	1	1	0	1	5	11																															1	53	1	30			1	40	2		2		2		123				123																			588.588727
0007282	2311	1		2	1	26	1	1	1	1	4	09	3	2	4		1300	2				2												2		2			600				1	450	1	175			1	100	1	35	1	773	2		3433	1900	1300	600	1533	2														2	2	2	2	588.588727
0010079	2312	2		3	2	51	1	0	0	0	0	00																																																																				1923.962722
0010080	2312	2		3	2	29	2	0	0	0	0	00																																																																				1923.962722
0010081	2312	2		3	2	13	2	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		1	44	2		2		1							1	58	1	3	1	30	1	50	2		2		2		185	44	44		141	1	2	2	2	1	2	2												1923.962722
0010082	2312	2		3	1	8	2	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		1	53	2		2		1							2		1	6	1	20	1	25	2		2		1	12	116	53	53		63	2	2	2	2	2	2	2												1923.962722
0010083	2312	2		3	1	3	1	1	1	0	1	01	1	1	1		0	2		2		2		2		2		2		2		2		2		2							2		2		1	60	2		2		2		2		60				60	2	2	2	2	2	2	2												1923.962722
0009066	2313	1		3	2	40	1	1	1	0	3	06	1	2	2		0	2		2		2				2		2		2		2		2		2							2		2		2		1	5	2		1	30	2		35				35	2							2	2	2	2	2	2	2					927.218186
0009067	2313	1		3	1	46	1	0	0	0	0	00																																																																				927.218186
0009068	2313	1		3	2	18	1	1	1	0	3	05	1	1	2		0	2		1	1750	2				2		2		1	30	1	20	2		2							1	40	1	20	2		1	50	2		2		2		1910	1800	1800		110	1							2	2	1	2	2	2	2					927.218186
0009069	2313	1		3	1	16	1	1	1	0	3	04	2	1	2		0	2		2		2				2		2		1	400	1	20	2		1	520						1	70	1	10	2		1	100	2		2		2		1120	940	940		180	2	2	2	2	2	2	2												927.218186
0010084	2314	1		2	2	42	1	0	0	0	0	00																																																																				660.217126
0010085	2314	1		2	1	48	1	1	1	1	4	08	3	2	4		2000	2				2												2		2						300	1	400	1	100			1	300	2		1	400	2		3500	2300	2000	300	1200	2														2	2	2	2	660.217126
0010086	2314	1		2	2	3	1	1	1	0	1	01	1	1	1		1260	1	216	2		2		1	360	2		1	270	1	15	1	20	2		2							1	100	2		1	100	2		2		1	45	2		2386	2141	2141		245	2	2	2	2	2	2	2												660.217126
0010087	2315	1		1	2	52	1	0	0	0	0	00																																																																				368.63487
0010088	2315	1		1	1	15	1	1	1	0	3	04	2	1	2		0	2		2		2				1	0	2		1	20	1	20	2		2							1	0	2		1	13	1	75	2		2		2		128	40	40		88	1	2	2	2	1	2	2												368.63487
0008100	2316	1		2	1	42	1	0	0	0	0	00																																																																				941.368888
0008101	2316	1		2	2	39	1	0	0	0	0	00																																																																				941.368888
0008102	2316	1		2	1	12	1	1	1	1	2	03	1	1	1		0	1	720	1	0	2		2		1	280	2		1	150	1	35	2		2			765	240			1	60	1	45	1	200	1	55	2		1	589	1	70	3209	2190	1185	1005	1019	1	2	2	2	1	2	2												941.368888
0008103	2316	1		2	1	9	1	1	1	1	2	03	1	1	1		0	1	712	1	0	2		2		2		2		1	95	1	35	2		2			801				1	128	1	70	1	150	1	60	1	120	1	250	1	25	2446	1643	842	801	803	1	2	2	2	1	2	2												941.368888
0008107	2317	1		3	2	42	1	1	0	1	5	11																														0	2		1	15			2		2		2		2		15				15																			579.670162
0008108	2317	1		3	1	56	1	0	0	0	0	00																																																																				579.670162
0008109	2317	1		3	2	9	1	1	1	1	2	03	1	1	1		0	2		1	0	2		2		2		2		1	60	1	20	2		2			480				1	70	2		1	100	1	35	2		2		2		765	560	80	480	205	1	2	2	2	2	2	1												579.670162
0008110	2317	1		3	1	8	1	1	1	1	2	03	1	1	1		0	2		1	0	2		2		2		2		1	60	2		2		2			480				1	20	2		1	50	1	35	2		2		2		645	540	60	480	105	1	2	2	2	2	2	1												579.670162
0012886	2318	1		2	2	46	1	0	0	0	0	00																																																																				490.487639
0012887	2318	1		2	1	11	1	1	1	0	2	03	1	1	1		0	1	720	1	0	2		2		1	160	1	280	1	40	1	20	2		2							1	100	2		2		1	20	2		2		2		1340	1220	1220		120	2	2	2	2	2	2	2												490.487639
0012888	2318	1		2	2	9	1	1	1	0	2	03	1	1	1		0	1	720	1	0	2		2		1	160	1	280	1	40	1	20	2		2							1	100	2		2		1	20	2		2		2		1340	1220	1220		120	2	2	2	2	2	2	2												490.487639
0012889	2318	1		2	1	49	1	0	0	0	0	00																																																																				490.487639
0007283	2319	4		1	1	59	1	0	0	0	0	00																																																																				592.898235
0007284	2319	4		1	2	21	1	1	1	1	4	08	3	1	1		4460	2				1	1800											1	261	2			450	300			1	147	1	89			1	36	2		1	900	2		8443	7271	6521	750	1172	1														1	2	1	2	592.898235
0007285	2319	4		1	2	57	1	0	0	0	0	00																																																																				592.898235
0010089	2320	4		1	2	55	1	0	0	0	0	00																																																																				549.625397
0010090	2320	4		1	1	56	1	0	0	0	0	00																																																																				549.625397
0010091	2320	4		1	1	15	1	1	1	0	3	04	2	1	1		0	1	0	1	0	2				2		2		1	50	2		2		1	1100						2		2		1	25	1	25	2		2		2		1200	1150	1150		50	1	2	1	1	1	2	2												549.625397
0007287	2321	4		1	1	50	2	0	0	0	0	00																																																																				2305.399696
0007288	2321	4		1	2	56	2	0	0	0	0	00																																																																				2305.399696
0007289	2321	4		1	1	17	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		2		2		1	52	2							1	85	2		2		2		2		2		2		137	52	52		85	2							2	2	2	2	2	2	2					2305.399696
0007290	2322	4		1	1	40	1	1	0	1	5	11																												200			1	40	2				2		2		2		2		240	200		200	40																			1056.693189
0008114	2323	4		2	1	43	1	0	0	0	0	00																																																																				1414.297945
0008115	2323	4		2	2	44	1	0	0	0	0	00																																																																				1414.297945
0008116	2323	4		2	2	11	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		1	405	1	30	2		1	15	2							1	35	2		2		2		2		2		2		485	450	450		35	2	2	2	2	2	2	2												1414.297945
0008117	2323	4		2	2	8	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		1	405	1	30	2		2		2							1	35	1	15	2		2		2		2		2		485	435	435		50	2	2	2	2	2	2	2												1414.297945
0008118	2324	1		2	1	57	1	0	0	0	0	00																																																																				668.736946
0008119	2324	1		2	2	55	1	0	0	0	0	00																																																																				668.736946
0008120	2324	1		2	1	26	1	1	0	1	5	11																													380		2		2				2		2		2		2		380	380		380																				668.736946
0008121	2324	1		2	2	21	1	1	1	1	4	08	1	1	2		700	2				2												2		2			350	1400			2		2				1	44	2		2		2		2494	2450	700	1750	44	2														2	2	2	2	668.736946
0009075	2325	3		2	2	34	1	0	0	0	0	00																																																																				723.822896
0009076	2325	3		2	2	5	1	1	1	0	1	02	2	1	1		0	2		2		2		2		2		1	168	2		2		1	60	2							1	0	2		1	120	2		2		2		2		348	228	228		120	1	2	2	2	2	2	1												723.822896
0009077	2325	3		2	2	3	1	1	1	0	1	02	2	1	1		0	2		2		2		2		2		2		2		2		2		2							2		2		2		2		2		2		2							2	2	2	2	2	2	2												723.822896
0009078	2325	3		2	1	38	1	0	0	0	0	00																																																																				723.822896
0008124	2326	2		1	1	31	1	0	0	0	0	00																																																																				1105.840439
0008125	2326	2		1	2	33	1	1	0	1	5	11																													400		2		1	30			1	50	2		2		2		480	400		400	80																			1105.840439
0009079	2327	3		1	2	52	1	0	0	0	0	00																																																																				570.810739
0009080	2327	3		1	1	51	1	0	0	0	0	00																																																																				570.810739
0009081	2327	3		1	2	20	1	1	1	0	4	08	1	1	2		0	2				2												2		2							2		1	50			1	30	1	600	1	900	1	50	1630				1630	1														1	1	2	2	570.810739
0009082	2327	3		1	1	21	1	0	0	0	0	00																																																																				570.810739
0010097	2328	3		2	1	48	1	1	0	1	5	11																												2300	800		1	100	2				1	20	2		2		1	10000	13220	3100		3100	10120																			506.573731
0010098	2328	3		2	2	41	1	1	0	1	5	11																												800			2		2				2		2		2		1	100	900	800		800	100																			506.573731
0007295	2329	3		1	2	42	1	0	0	0	0	00																																																																				682.136104
0007296	2329	3		1	1	14	1	1	1	0	3	04	1	1	2		0	2		2		2				2		2		1	14	2		2		1	592						1	163	1	27	1	48	1	106	2		1	496	2		1446	606	606		840	2	2	2	2	2	2	2												682.136104
0007297	2330	3		1	2	54	1	0	0	0	0	00																																																																				439.218039
0007298	2330	3		1	2	22	1	1	1	0	4	08	1	1	2		650	2				2												2		1	320						2		2				1	20	2		2		2		990	970	970		20	2														2	2	2	2	439.218039
0007299	2331	2		2	1	52	1	0	0	0	0	00																																																																				506.702854
0007300	2331	2		2	2	45	1	0	0	0	0	00																																																																				506.702854
0007301	2331	2		2	1	16	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	84	1	15	1	30	1	682						1	33	2		1	45	1	120	2		2		2		1009	811	811		198	2	2	2	2	2	2	2												506.702854
0007302	2331	2		2	2	10	1	1	1	1	2	03	1	1	2		0	2		2		2		2		2		2		1	20	2		2		1	124		720	385			2		1	46	2		1	70	2		2		1	150	1515	1249	144	1105	266	2	2	2	2	2	2	2												506.702854
0008130	2332	2		1	1	58	1	0	0	0	0	00																																																																				534.663526
0008131	2332	2		1	2	59	1	0	0	0	0	00																																																																				534.663526
0008132	2332	2		1	2	20	1	1	1	0	4	08	1	1	4		1568	2				1	5010											2		1	1100						2		1	46			1	120	2		2		1	140	7984	7678	7678		306	2														2	2	2	2	534.663526
0008133	2333	2		2	1	44	1	0	0	0	0	00																																																																				854.687004
0008134	2333	2		2	2	43	1	0	0	0	0	00																																																																				854.687004
